date,park_id,ride,avg_queue_min,max_queue_min,uptime_pct,crowd_percent,crowd_label,temperature_forecast,temperature_actual,rain_forecast,rain_actual,wind_forecast,wind_actual,events
2025-06-19,160,Joris en de Draak Single-rider,17,35,99,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Kinderspoor,15,25,99,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Max & Moritz,11,25,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Max & Moritz Single-rider,6,20,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Monorail,10,15,96,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Pagode,5,10,99,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Piraña,32,40,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Python,17,35,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Python Single-rider,22,55,73,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Sirocco,6,15,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Stoomcarrousel,NA,NA,99,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Stoomtrein Marerijk,NA,NA,3,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Stoomtrein Ruigrijk,NA,NA,3,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Symbolica,25,30,96,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Symbolica Single-rider,7,20,96,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Villa Volta,6,10,100,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-19,160,Vogel Rok,17,30,97,58,Busy,23.6,23.5,0,0,2.5,3.2,NA
2025-06-20,160,Baron 1898,39,55,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Baron 1898 Single-rider,33,50,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Carnaval Festival,12,25,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Danse Macabre,35,50,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Danse Macabre Single-rider,NA,NA,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,De Oude Tufferbaan,NA,NA,0,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,De Vliegende Hollander,39,45,89,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,De Vliegende Hollander Single-rider,NA,NA,0,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Droomvlucht,25,40,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Fabula,10,10,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Fata Morgana,NA,NA,0,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Gondoletta,24,35,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Halve Maen,18,20,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Joris en de Draak,32,55,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Joris en de Draak Single-rider,21,45,92,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Kinderspoor,13,25,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Max & Moritz,16,30,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Max & Moritz Single-rider,10,30,98,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Monorail,17,20,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Pagode,5,10,95,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Piraña,40,50,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Python,22,40,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Python Single-rider,NA,NA,0,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Sirocco,6,10,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Stoomcarrousel,NA,NA,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Stoomtrein Marerijk,25,25,94,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Stoomtrein Ruigrijk,45,50,94,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Symbolica,29,45,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Symbolica Single-rider,9,15,99,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Villa Volta,7,15,96,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-20,160,Vogel Rok,22,35,100,74,Busy,24.1,24.7,0,0,3.3,4,NA
2025-06-21,160,Baron 1898,27,50,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Baron 1898 Single-rider,23,45,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Carnaval Festival,11,25,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Danse Macabre,32,55,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Danse Macabre Single-rider,NA,NA,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,De Oude Tufferbaan,NA,NA,0,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,De Vliegende Hollander,31,40,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,De Vliegende Hollander Single-rider,21,30,50,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Droomvlucht,22,30,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Fabula,10,10,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Fata Morgana,NA,NA,0,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Gondoletta,23,35,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Halve Maen,8,15,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Joris en de Draak,25,45,94,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Joris en de Draak Single-rider,16,35,73,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Kinderspoor,14,25,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Max & Moritz,11,35,85,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Max & Moritz Single-rider,6,15,85,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Monorail,14,25,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Pagode,5,5,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Piraña,40,60,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Python,12,30,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Python Single-rider,13,30,64,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Sirocco,6,15,100,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Stoomcarrousel,NA,NA,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Stoomtrein Marerijk,30,35,98,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Stoomtrein Ruigrijk,36,45,98,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Symbolica,27,45,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Symbolica Single-rider,6,20,99,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Villa Volta,5,5,96,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-21,160,Vogel Rok,14,30,97,61,Busy,29.1,29.5,0,0,2.3,3.3,NA
2025-06-22,160,Baron 1898,15,40,100,25,Quiet,27.1,26.2,0.05,0.02,3.6,4.7,NA
